date,open,high,low,close
2014/04/30,5486.6,5507.6,5463.6,5489.1
2014/04/29,5536.1,5554.5,5469.3,5486.6
2014/04/28,5531.0,5548.4,5518.8,5536.1
2014/04/24,5517.8,5537.8,5517.8,5531.0
2014/04/23,5479.3,5521.4,5479.3,5517.8
2014/04/22,5454.2,5482.7,5452.4,5479.3
2014/04/17,5420.3,5459.4,5420.3,5454.2
2014/04/16,5388.2,5424.8,5386.8,5420.3
2014/04/15,5360.5,5407.9,5360.5,5388.2
2014/04/14,5428.6,5428.6,5358.9,5358.9
2014/04/11,5480.8,5480.8,5423.9,5428.6
2014/04/10,5463.8,5503.5,5463.8,5480.8
2014/04/09,5410.6,5477.4,5410.6,5463.8
2014/04/08,5413.7,5419.2,5392.3,5410.6
2014/04/07,5422.8,5422.8,5391.3,5413.7
2014/04/04,5409.9,5422.8,5398.1,5422.8
2014/04/03,5403.3,5419.3,5403.3,5409.9
2014/04/02,5389.2,5409.8,5389.2,5403.3
2014/04/01,5394.8,5400.6,5350.5,5389.2
