date,open,high,low,close
2014/10/31,5476.2,5526.6,5476.2,5526.6
2014/10/30,5447.6,5476.9,5447.6,5476.2
2014/10/29,5452.6,5481.6,5441.3,5447.7
2014/10/28,5459.0,5459.0,5433.1,5452.6
2014/10/27,5412.2,5462.3,5412.2,5459.0
2014/10/24,5383.1,5425.7,5383.1,5412.2
2014/10/23,5385.9,5389.2,5364.5,5383.1
2014/10/22,5325.0,5388.0,5325.0,5385.9
2014/10/21,5319.4,5344.5,5312.1,5325.0
2014/10/20,5271.7,5342.0,5271.7,5319.4
2014/10/17,5254.9,5308.5,5254.9,5271.7
2014/10/16,5245.6,5258.6,5162.4,5254.9
2014/10/15,5207.4,5252.8,5206.1,5245.6
2014/10/14,5155.5,5217.7,5130.7,5207.4
2014/10/13,5188.3,5188.3,5122.0,5155.5
2014/10/10,5295.7,5295.7,5187.6,5188.3
2014/10/09,5241.3,5324.6,5241.3,5296.7
2014/10/08,5284.2,5284.2,5209.7,5241.3
2014/10/07,5292.9,5319.6,5208.3,5284.2
2014/10/06,5318.2,5320.9,5277.9,5292.9
2014/10/03,5297.7,5318.6,5281.2,5318.2
2014/10/02,5334.1,5334.1,5283.0,5297.7
2014/10/01,5292.8,5337.2,5244.0,5334.1
