date,open,high,low,close
2014/05/30,5519.5,5525.1,5492.5,5492.5
2014/05/29,5527.2,5528.5,5503.6,5519.5
2014/05/28,5511.7,5541.7,5511.7,5527.2
2014/05/27,5512.8,5529.5,5506.7,5511.7
2014/05/26,5492.8,5512.9,5492.8,5512.8
2014/05/23,5479.9,5507.4,5479.9,5492.8
2014/05/22,5424.6,5491.0,5424.6,5479.9
2014/05/21,5420.4,5424.6,5372.1,5424.6
2014/05/20,5409.0,5433.4,5384.4,5420.4
2014/05/19,5479.0,5479.0,5409.0,5409.0
2014/05/16,5509.7,5509.7,5471.4,5479.0
2014/05/15,5497.0,5510.8,5471.5,5510.8
2014/05/14,5498.2,5506.0,5474.0,5496.5
2014/05/13,5448.4,5504.6,5448.4,5498.2
2014/05/12,5460.8,5480.8,5432.0,5448.4
2014/05/09,5476.8,5476.8,5431.5,5460.8
2014/05/08,5435.8,5484.1,5435.8,5476.8
2014/05/07,5481.4,5481.4,5417.4,5435.8
2014/05/06,5462.2,5493.0,5462.2,5481.4
2014/05/05,5464.1,5486.4,5442.5,5462.2
2014/05/02,5448.8,5458.7,5430.4,5458.1
2014/05/01,5489.1,5500.7,5439.3,5448.8
