date,open,high,low,close
2018/06/29,6215.4,6232.6,6194.6,6194.6
2018/06/28,6195.9,6218.9,6178.4,6215.4
2018/06/27,6197.6,6216.3,6189.4,6195.9
2018/06/26,6210.4,6210.4,6161.1,6197.6
2018/06/25,6225.7,6250.8,6204.3,6210.4
2018/06/22,6232.1,6243.4,6217.0,6225.2
2018/06/21,6172.6,6249.3,6172.6,6232.1
2018/06/20,6102.1,6172.6,6102.1,6172.6
2018/06/19,6104.1,6147.6,6102.1,6102.1
2018/06/18,6094.0,6114.9,6085.2,6104.1
2018/06/15,6016.6,6100.1,6016.6,6094.0
2018/06/14,6023.5,6033.7,6007.5,6016.6
2018/06/13,6054.4,6054.4,6010.7,6023.5
2018/06/12,6045.2,6063.9,6040.8,6054.4
2018/06/08,6057.3,6060.8,6041.4,6045.2
2018/06/07,6025.1,6070.7,6025.1,6057.3
2018/06/06,5994.9,6026.1,5994.9,6025.1
2018/06/05,6025.5,6025.5,5982.2,5994.9
2018/06/04,5990.4,6038.5,5990.4,6025.5
2018/06/01,6011.9,6011.9,5972.0,5990.4
