Time,Open,High,Low,Last,Change,%Chg,Volume
12/31/2013,5356.8,5367.4,5338.9,5352.2,-4.6,-0.09%,0
12/30/2013,5324.1,5356.8,5324.1,5356.8,32.7,+0.61%,0
12/27/2013,5327.2,5365.3,5319.7,5324.1,-3.1,-0.06%,0
12/24/2013,5291.9,5329.7,5291.9,5327.2,35.3,+0.67%,0
12/23/2013,5265.2,5293.5,5257.4,5291.9,26.7,+0.51%,0
12/20/2013,5202.2,5265.2,5202.2,5265.2,63,+1.21%,0
12/19/2013,5096.1,5202.2,5096.1,5202.2,106.1,+2.08%,0
12/18/2013,5103.2,5115.6,5093.3,5096.1,-7.1,-0.14%,0
12/17/2013,5089.6,5134.7,5084.3,5103.2,13.6,+0.27%,0
12/16/2013,5098.4,5101.2,5059.7,5089.6,-8.8,-0.17%,0
12/13/2013,5062.5,5098.4,5047.5,5098.4,35.9,+0.71%,0
12/12/2013,5104.3,5115.7,5028.2,5062.5,-41.7,-0.82%,0
12/11/2013,5137.9,5142,5104.2,5104.2,-39.4,-0.77%,0
12/10/2013,5144.4,5185.4,5140.7,5143.6,-0.8,-0.02%,0
12/09/2013,5186,5207.6,5133.5,5144.4,-41.6,-0.80%,0
12/06/2013,5198,5198.6,5154.6,5186,-12,-0.23%,0
12/05/2013,5273.8,5276.7,5198,5198,-75.8,-1.44%,0
12/04/2013,5256.1,5278.3,5227.6,5273.8,17.7,+0.34%,0
12/03/2013,5279.5,5283.8,5253.2,5256.1,-23.4,-0.44%,0
12/02/2013,5320,5332.7,5269.5,5279.5,-40.5,-0.76%,0
11/29/2013,5334.3,5339.2,5308.1,5320,-14.3,-0.27%,0
11/28/2013,5332.9,5367.1,5332.9,5334.3,1.4,+0.03%,0
11/27/2013,5357,5362.4,5332.9,5332.9,-24.1,-0.45%,0
11/26/2013,5352.8,5375.1,5345,5357,4.2,+0.08%,0
11/25/2013,5335.9,5374.1,5335.9,5352.8,16.9,+0.32%,0
11/22/2013,5288.3,5352.6,5288.3,5335.9,47.6,+0.90%,0
11/21/2013,5307.7,5307.7,5284.9,5288.3,-19.4,-0.37%,0
11/20/2013,5352.9,5352.9,5296.2,5307.7,-45.2,-0.84%,0
11/19/2013,5384.7,5384.7,5345,5352.9,-31.8,-0.59%,0
11/18/2013,5401.7,5404,5357.4,5384.7,-17,-0.31%,0
11/15/2013,5355.4,5406.1,5340.6,5401.7,46.3,+0.86%,0
11/14/2013,5319.2,5377.8,5319.2,5355.4,36.2,+0.68%,0
11/13/2013,5393.1,5393.1,5308.5,5319.2,-73.9,-1.37%,0
11/12/2013,5387.1,5420.9,5386.1,5393.1,6,+0.11%,0
11/11/2013,5400.7,5439.2,5372.6,5387.1,-13.6,-0.25%,0
11/08/2013,5422,5422,5379.9,5400.7,-21.3,-0.39%,0
11/07/2013,5420.6,5427.2,5409.1,5422,-11.8,-0.22%,0
11/06/2013,5432,5433.8,5406,5433.8,1.8,+0.03%,0
11/05/2013,5390.5,5438.4,5390.5,5432,41.5,+0.77%,0
11/04/2013,5411.1,5430.5,5388.8,5390.5,-20.6,-0.38%,0
11/01/2013,5425.5,5425.9,5405.4,5411.1,-14.4,-0.27%,0
10/31/2013,5430.9,5446.1,5398.6,5425.5,-5.4,-0.10%,0
10/30/2013,5415.5,5444.1,5415.5,5430.9,15.4,+0.28%,0
10/29/2013,5441.4,5444.3,5408.4,5415.5,-25.9,-0.48%,0
10/28/2013,5386.3,5457.3,5386.3,5441.4,55.1,+1.02%,0
10/25/2013,5372.9,5397.1,5372.9,5386.3,13.4,+0.25%,0
10/24/2013,5356.1,5384.5,5353.6,5372.9,16.8,+0.31%,0
10/23/2013,5373.1,5402.4,5355,5356.1,-17,-0.32%,0
10/22/2013,5351.8,5380.4,5351.8,5373.1,21.3,+0.40%,0
10/21/2013,5321.5,5366.1,5321.5,5351.8,30.3,+0.57%,0
10/18/2013,5283.2,5326.5,5283.2,5321.5,38.4,+0.73%,0
10/17/2013,5262.9,5294.1,5262.9,5283.1,20.2,+0.38%,0
10/16/2013,5259.1,5269.9,5230.5,5262.9,3.8,+0.07%,0
10/15/2013,5207.9,5266.9,5207.9,5259.1,51.2,+0.98%,0
10/14/2013,5230.9,5230.9,5186.8,5207.9,-23,-0.44%,0
10/11/2013,5147.1,5239.6,5147.1,5230.9,83.8,+1.63%,0
10/10/2013,5153,5153,5126.8,5147.1,-5.9,-0.11%,0
10/09/2013,5144.8,5157.9,5118.9,5153,3.6,+0.07%,0
10/08/2013,5161.1,5165.6,5126.7,5149.4,-11.7,-0.23%,0
10/07/2013,5208,5214.2,5146.1,5161.1,-46.9,-0.90%,0
10/04/2013,5234.9,5234.9,5197.7,5208,-26.9,-0.51%,0
10/03/2013,5215.6,5260.3,5213.8,5234.9,19.3,+0.37%,0
10/02/2013,5206.8,5231.1,5206.8,5215.6,8.8,+0.17%,0
10/01/2013,5218.9,5243.1,5201.8,5206.8,-12.1,-0.23%,0
09/30/2013,5307.1,5307.1,5218.9,5218.9,-88.2,-1.66%,0
09/27/2013,5294.5,5314.3,5294.5,5307.1,12.6,+0.24%,0
09/26/2013,5275.9,5294.5,5249.3,5294.5,18.6,+0.35%,0
09/25/2013,5234.2,5283.8,5230.5,5275.9,41.7,+0.80%,0
09/24/2013,5252.5,5252.5,5217.9,5234.2,-18.3,-0.35%,0
09/23/2013,5276.7,5276.7,5227.4,5252.5,-24.2,-0.46%,0
09/20/2013,5295.5,5295.5,5268.8,5276.7,-18.8,-0.36%,0
09/19/2013,5238.2,5300.1,5238.2,5295.5,57.4,+1.10%,0
09/18/2013,5251.2,5254.5,5227.7,5238.1,-13.1,-0.25%,0
09/17/2013,5248,5263.4,5227.6,5251.2,3.2,+0.06%,0
09/16/2013,5219.6,5266.1,5219.6,5248,28.4,+0.54%,0
09/13/2013,5242.5,5242.5,5208.2,5219.6,-22.9,-0.44%,0
09/12/2013,5234.4,5252.1,5228.9,5242.5,8.1,+0.15%,0
09/11/2013,5201.2,5234.4,5201.2,5234.4,33.2,+0.64%,0
09/10/2013,5181.5,5212.4,5181.5,5201.2,19.7,+0.38%,0
09/09/2013,5145,5181.5,5145,5181.5,36.5,+0.71%,0
09/06/2013,5142.5,5156.9,5115.1,5145,2.5,+0.05%,0
09/05/2013,5161.6,5172.1,5116.4,5142.5,-19.1,-0.37%,0
09/04/2013,5196.6,5196.6,5152.7,5161.6,-35,-0.67%,0
09/03/2013,5188.3,5207.7,5187.7,5196.6,8.3,+0.16%,0
09/02/2013,5135,5191.1,5126.6,5188.3,53.3,+1.04%,0
08/30/2013,5092.4,5135,5075.9,5135,42.6,+0.84%,0
08/29/2013,5087.2,5098.8,5064.1,5092.4,5.2,+0.10%,0
08/28/2013,5141.2,5141.2,5076.4,5087.2,-54,-1.05%,0
08/27/2013,5135,5143.8,5108.9,5141.2,5.8,+0.11%,0
08/26/2013,5123.4,5157.1,5123.4,5135.4,12,+0.23%,0
08/23/2013,5078.1,5142.1,5078.1,5123.4,47.7,+0.94%,0
08/22/2013,5100,5100,5028,5075.7,-24.3,-0.48%,0
08/21/2013,5078.2,5106.7,5069.5,5100,21.8,+0.43%,0
08/20/2013,5112.5,5112.5,5057.4,5078.2,-34.3,-0.67%,0
08/19/2013,5113.9,5127.4,5098.8,5112.5,-1.4,-0.03%,0
08/16/2013,5152.4,5152.4,5101.3,5113.9,-38.5,-0.75%,0
08/15/2013,5157.4,5165.1,5141.6,5152.4,-5,-0.10%,0
08/14/2013,5157.7,5168.2,5143,5157.4,-0.3,-0.01%,0
08/13/2013,5108.7,5160.9,5108.7,5157.7,49,+0.96%,0
08/12/2013,5055.2,5109.8,5048.1,5108.7,53.5,+1.06%,0
08/09/2013,5064.8,5076.7,5023.1,5055.2,-9.6,-0.19%,0
08/08/2013,5011.3,5082.9,5011.3,5064.8,53.5,+1.07%,0
08/07/2013,5105.6,5105.6,5007.9,5011.3,-94.3,-1.85%,0
08/06/2013,5111.3,5117.7,5087.1,5105.6,-5.7,-0.11%,0
