date,open,high,low,close
2020/08/31,6073.8,6093.9,6060.5,6060.5
2020/08/28,6126.2,6126.2,6056.0,6073.8
2020/08/27,6116.4,6159.8,6116.4,6126.2
2020/08/26,6160.4,6160.4,6079.8,6116.4
2020/08/25,6129.6,6199.2,6129.6,6161.4
2020/08/24,6111.2,6134.8,6094.7,6129.6
2020/08/21,6120.0,6166.4,6104.8,6111.2
2020/08/20,6167.6,6167.6,6096.7,6120.0
2020/08/19,6123.4,6196.6,6122.5,6167.6
2020/08/18,6076.4,6139.3,6075.6,6123.4
2020/08/17,6126.2,6126.2,6059.3,6076.4
2020/08/14,6091.0,6139.1,6091.0,6126.2
2020/08/13,6132.0,6157.3,6075.8,6091.0
2020/08/12,6138.7,6154.5,6101.1,6132.0
2020/08/11,6110.2,6186.1,6110.2,6138.7
2020/08/10,6004.8,6125.3,6004.8,6110.2
2020/08/07,6042.2,6042.2,5993.4,6004.8
2020/08/06,6001.3,6049.3,6001.3,6042.2
2020/08/05,6037.6,6037.6,5964.9,6001.3
2020/08/04,5926.1,6059.5,5926.1,6037.6
2020/08/03,5927.8,5947.1,5860.7,5926.1
