date,open,high,low,close
2020/10/30,5960.3,5986.6,5927.6,5927.6
2020/10/29,6057.7,6057.7,5940.0,5960.3
2020/10/28,6051.0,6075.6,6020.2,6057.7
2020/10/27,6155.6,6155.6,6033.8,6051.0
2020/10/26,6167.0,6206.5,6154.8,6155.6
2020/10/23,6173.8,6184.2,6148.4,6167.0
2020/10/22,6191.8,6191.8,6100.6,6173.8
2020/10/21,6184.6,6206.3,6181.2,6191.8
2020/10/20,6229.4,6241.1,6181.1,6184.6
2020/10/19,6176.8,6248.3,6176.8,6229.4
2020/10/16,6210.3,6216.2,6165.0,6176.8
2020/10/15,6179.2,6233.4,6179.2,6210.3
2020/10/14,6195.7,6198.4,6174.7,6179.2
2020/10/13,6132.0,6214.7,6132.0,6195.7
2020/10/12,6102.2,6132.0,6093.1,6132.0
2020/10/09,6102.0,6127.4,6087.6,6102.2
2020/10/08,6036.4,6123.4,6036.4,6102.0
2020/10/07,5962.1,6043.8,5944.7,6036.4
2020/10/06,5941.6,5963.9,5912.7,5962.1
2020/10/05,5791.5,5942.8,5791.5,5941.6
2020/10/02,5872.9,5872.9,5779.6,5791.5
2020/10/01,5815.9,5916.5,5815.9,5872.9
