date,open,high,low,close
2017/05/31,5717.9,5740.1,5708.5,5724.6
2017/05/30,5707.0,5726.6,5679.8,5717.9
2017/05/29,5751.2,5758.2,5707.1,5707.1
2017/05/26,5789.6,5789.6,5738.6,5751.7
2017/05/25,5769.0,5790.5,5749.3,5789.6
2017/05/24,5760.2,5776.0,5754.4,5769.0
2017/05/23,5771.2,5795.7,5753.1,5760.2
2017/05/22,5727.4,5778.1,5727.4,5771.2
2017/05/19,5738.3,5740.5,5707.4,5727.4
2017/05/18,5786.0,5786.0,5697.6,5738.3
2017/05/17,5850.5,5850.5,5784.5,5786.0
2017/05/16,5838.4,5871.6,5835.7,5850.5
2017/05/15,5836.9,5847.0,5805.9,5838.4
2017/05/12,5878.3,5878.7,5815.6,5836.9
2017/05/11,5875.4,5922.5,5873.4,5878.3
2017/05/10,5839.9,5888.1,5816.5,5875.4
2017/05/09,5870.9,5870.9,5830.5,5839.9
2017/05/08,5836.6,5885.4,5836.6,5870.9
2017/05/05,5876.4,5885.8,5827.2,5836.6
2017/05/04,5892.3,5893.6,5856.4,5876.4
2017/05/03,5950.4,5950.4,5882.2,5892.3
2017/05/02,5956.5,5956.5,5919.0,5950.4
2017/05/01,5924.1,5956.5,5916.7,5956.5
