date,open,high,low,close
2017/12/29,6088.1,6091.6,6051.6,6065.1
2017/12/28,6069.9,6088.1,6063.2,6088.1
2017/12/27,6069.7,6092.8,6069.0,6069.9
2017/12/22,6060.4,6087.2,6060.4,6069.7
2017/12/21,6075.6,6082.0,6054.8,6060.4
2017/12/20,6071.8,6083.3,6057.0,6075.6
2017/12/19,6038.9,6080.6,6038.9,6071.8
2017/12/18,5997.0,6040.9,5997.0,6038.9
2017/12/15,6011.3,6011.3,5989.8,5997.0
2017/12/14,6021.8,6043.4,6011.3,6011.3
2017/12/13,6013.2,6027.2,6003.1,6021.8
2017/12/12,5998.3,6015.8,5998.3,6013.2
2017/12/11,5994.4,6015.0,5990.0,5998.3
2017/12/08,5977.7,6012.0,5977.7,5994.4
2017/12/07,5945.7,5987.2,5944.3,5977.7
2017/12/06,5971.8,5971.8,5938.7,5945.7
2017/12/05,5985.6,5985.6,5948.7,5971.8
2017/12/04,5989.8,6000.5,5979.0,5985.6
2017/12/01,5969.9,6011.4,5969.9,5989.8
