date,open,high,low,close
2017/09/29,5670.4,5688.5,5651.9,5681.6
2017/09/28,5664.3,5685.9,5664.3,5670.4
2017/09/27,5671.0,5672.6,5649.1,5664.3
2017/09/26,5683.7,5698.5,5666.6,5671.0
2017/09/25,5682.1,5710.4,5679.2,5683.7
2017/09/22,5655.4,5688.2,5655.4,5682.1
2017/09/21,5709.1,5709.1,5639.4,5655.4
2017/09/20,5713.6,5713.6,5680.5,5709.1
2017/09/19,5720.6,5742.2,5713.6,5713.6
2017/09/18,5695.0,5731.5,5695.0,5720.6
2017/09/15,5738.7,5738.7,5686.4,5695.0
2017/09/14,5744.3,5749.0,5726.3,5738.7
2017/09/13,5746.4,5777.7,5744.3,5744.3
2017/09/12,5713.1,5764.6,5713.1,5746.4
2017/09/11,5672.8,5723.0,5669.8,5713.1
2017/09/08,5689.9,5694.2,5661.4,5672.6
2017/09/07,5689.7,5718.1,5679.3,5689.9
2017/09/06,5706.2,5706.2,5662.7,5689.7
2017/09/05,5702.0,5706.2,5666.2,5706.2
2017/09/04,5724.6,5724.6,5690.0,5702.0
2017/09/01,5714.5,5734.9,5700.8,5724.6
