date,open,high,low,close
2019/10/31,6689.5,6689.5,6639.8,6663.4
2019/10/30,6745.4,6745.4,6680.2,6689.5
2019/10/29,6740.7,6761.5,6735.7,6745.4
2019/10/28,6739.9,6766.2,6739.8,6740.7
2019/10/25,6693.6,6741.5,6693.6,6739.2
2019/10/24,6673.1,6715.2,6673.1,6693.6
2019/10/23,6672.2,6673.2,6635.7,6673.1
2019/10/22,6652.5,6680.4,6648.3,6672.2
2019/10/21,6649.7,6652.5,6612.4,6652.5
2019/10/18,6684.7,6684.7,6633.9,6649.7
2019/10/17,6736.5,6737.4,6681.4,6684.7
2019/10/16,6652.0,6737.8,6652.0,6736.5
2019/10/15,6642.6,6657.4,6621.9,6652.0
2019/10/14,6606.8,6676.2,6606.8,6642.6
2019/10/11,6547.1,6614.6,6547.1,6606.8
2019/10/10,6546.7,6570.9,6529.3,6547.1
2019/10/09,6593.4,6593.4,6520.3,6546.7
2019/10/08,6563.6,6601.2,6563.6,6593.4
2019/10/07,6517.1,6564.9,6517.1,6563.6
2019/10/04,6493.0,6532.7,6489.9,6517.1
2019/10/03,6639.9,6639.9,6475.4,6493.0
2019/10/02,6742.8,6742.8,6639.8,6639.9
2019/10/01,6688.3,6743.7,6687.8,6742.8
