date,open,high,low,close
2019/09/30,6715.9,6734.7,6688.3,6688.3
2019/09/27,6677.6,6721.2,6677.6,6716.1
2019/09/26,6710.2,6720.8,6667.1,6677.6
2019/09/25,6748.9,6748.9,6696.3,6710.2
2019/09/24,6749.7,6764.0,6745.3,6748.9
2019/09/23,6730.8,6770.0,6730.8,6749.7
2019/09/20,6717.5,6775.6,6717.5,6730.8
2019/09/19,6681.6,6742.9,6681.6,6717.5
2019/09/18,6695.3,6703.3,6673.8,6681.6
2019/09/17,6673.5,6695.3,6649.1,6695.3
2019/09/16,6669.2,6688.5,6646.6,6673.5
2019/09/13,6654.9,6676.5,6653.7,6669.2
2019/09/12,6638.0,6687.4,6638.0,6654.9
2019/09/11,6614.1,6638.4,6614.1,6638.0
2019/09/10,6648.0,6654.8,6595.7,6614.1
2019/09/09,6647.3,6659.7,6631.2,6648.0
2019/09/06,6613.2,6656.1,6613.2,6647.3
2019/09/05,6553.0,6622.8,6551.0,6613.2
2019/09/04,6573.4,6573.4,6503.9,6553.0
2019/09/03,6573.4,6591.3,6554.3,6573.4
2019/09/02,6604.2,6604.8,6558.3,6579.4
