date,open,high,low,close
2019/03/29,6176.1,6213.4,6176.1,6180.7
2019/03/28,6136.0,6176.1,6115.1,6176.1
2019/03/27,6130.6,6136.0,6096.8,6136.0
2019/03/26,6126.2,6141.1,6116.8,6130.6
2019/03/25,6195.2,6195.2,6113.2,6126.2
2019/03/22,6167.2,6227.1,6167.2,6195.2
2019/03/21,6165.3,6171.9,6134.0,6167.2
2019/03/20,6184.8,6185.5,6155.2,6165.3
2019/03/19,6190.5,6206.3,6174.0,6184.8
2019/03/18,6175.2,6201.5,6167.3,6190.5
2019/03/15,6179.6,6197.4,6171.2,6175.2
2019/03/14,6161.2,6181.5,6153.4,6179.6
2019/03/13,6174.8,6174.8,6127.3,6161.2
2019/03/12,6180.2,6222.9,6174.8,6174.8
2019/03/11,6203.8,6203.8,6171.9,6180.2
2019/03/08,6263.9,6263.9,6203.6,6203.8
2019/03/07,6245.6,6270.9,6243.6,6263.9
2019/03/06,6199.3,6246.5,6199.3,6245.6
2019/03/05,6217.4,6217.4,6175.7,6199.3
2019/03/04,6192.7,6240.1,6192.7,6217.4
2019/03/01,6169.0,6209.9,6164.9,6192.7
