date,open,high,low,close
2010/05/31,4457.5,4457.5,4427.5,4429.7
2010/05/28,4379.2,4460.8,4379.2,4457.5
2010/05/27,4307.2,4379.2,4293.0,4379.2
2010/05/26,4265.3,4365.6,4265.3,4307.2
2010/05/25,4395.4,4395.4,4265.3,4265.3
2010/05/24,4305.4,4395.4,4303.1,4395.4
2010/05/21,4316.5,4316.5,4175.7,4305.4
2010/05/20,4387.1,4404.6,4316.5,4316.5
2010/05/19,4470.7,4470.7,4387.1,4387.1
2010/05/18,4467.2,4503.3,4445.9,4470.7
2010/05/17,4611.1,4611.1,4467.2,4467.2
2010/05/14,4652.8,4652.8,4596.2,4611.1
2010/05/13,4573.0,4652.8,4573.0,4652.8
2010/05/12,4548.0,4612.8,4548.0,4573.0
2010/05/11,4599.8,4630.7,4548.0,4548.0
2010/05/10,4480.7,4599.8,4480.7,4599.8
2010/05/07,4573.2,4573.2,4427.3,4480.7
2010/05/06,4674.0,4674.0,4570.6,4573.2
2010/05/05,4737.1,4737.1,4641.4,4674.0
2010/05/04,4785.5,4804.5,4737.1,4737.1
2010/05/03,4807.4,4807.4,4753.4,4785.5
