date,open,high,low,close
2010/10/29,4684.9,4691.7,4655.6,4661.6
2010/10/28,4648.1,4700.7,4648.1,4684.9
2010/10/27,4687.8,4698.0,4641.0,4648.1
2010/10/26,4710.0,4711.1,4684.6,4687.8
2010/10/25,4648.2,4725.9,4641.1,4710.0
2010/10/22,4622.9,4648.2,4622.3,4648.2
2010/10/21,4624.9,4661.4,4622.0,4622.9
2010/10/20,4655.7,4655.7,4583.0,4624.9
2010/10/19,4651.9,4681.9,4651.9,4655.7
2010/10/18,4689.0,4689.0,4638.7,4651.9
2010/10/15,4699.1,4699.1,4660.6,4689.0
2010/10/14,4619.9,4700.4,4619.9,4699.1
2010/10/13,4618.2,4656.8,4618.2,4619.9
2010/10/12,4697.5,4697.5,4617.4,4618.2
2010/10/11,4681.4,4713.0,4681.4,4697.5
2010/10/08,4691.3,4691.3,4666.8,4681.4
2010/10/07,4686.8,4697.3,4668.3,4691.3
2010/10/06,4606.9,4693.3,4606.9,4686.8
2010/10/05,4625.3,4625.3,4559.2,4606.9
2010/10/04,4579.2,4643.9,4579.2,4625.3
2010/10/01,4582.9,4617.4,4559.0,4579.2
