date,open,high,low,close
2011/12/30,4071.1,4088.7,4054.8,4056.6
2011/12/29,4086.9,4086.9,4038.1,4071.1
2011/12/28,4140.1,4142.6,4086.2,4088.8
2011/12/23,4104.1,4140.4,4103.0,4140.4
2011/12/22,4139.5,4139.5,4084.8,4090.8
2011/12/21,4072.7,4147.4,4072.7,4139.5
2011/12/20,4060.4,4076.3,4050.3,4053.1
2011/12/19,4147.8,4148.2,4058.8,4060.4
2011/12/16,4139.8,4166.1,4139.8,4159.2
2011/12/15,4179.7,4179.7,4115.2,4139.8
2011/12/14,4193.4,4202.1,4168.1,4190.5
2011/12/13,4234.8,4235.6,4181.2,4193.4
2011/12/12,4222.0,4271.9,4221.9,4252.8
2011/12/09,4280.7,4280.7,4186.1,4203.0
2011/12/08,4289.1,4290.9,4271.3,4280.7
2011/12/07,4262.0,4316.3,4262.0,4292.5
2011/12/06,4321.3,4321.3,4257.2,4262.0
2011/12/05,4292.6,4335.2,4292.6,4321.3
2011/12/02,4228.6,4288.0,4225.3,4288.0
2011/12/01,4119.8,4240.4,4119.8,4228.6
