date,open,high,low,close
2011/10/31,4349.2,4358.2,4298.1,4298.1
2011/10/28,4348.2,4417.6,4339.6,4353.3
2011/10/27,4242.5,4353.0,4242.1,4348.2
2011/10/26,4227.9,4257.9,4173.5,4242.5
2011/10/25,4268.2,4268.4,4212.3,4227.9
2011/10/24,4154.5,4265.4,4154.5,4255.0
2011/10/21,4144.8,4168.6,4131.9,4141.9
2011/10/20,4203.2,4203.2,4135.4,4144.9
2011/10/19,4186.9,4232.6,4186.9,4213.7
2011/10/18,4253.0,4254.9,4186.5,4186.9
2011/10/17,4205.6,4287.7,4205.6,4275.4
2011/10/14,4234.0,4234.0,4196.2,4205.6
2011/10/13,4204.3,4256.1,4204.3,4244.5
2011/10/12,4224.3,4224.3,4167.8,4204.3
2011/10/11,4213.5,4245.4,4204.4,4227.6
2011/10/10,4157.6,4216.0,4146.9,4201.0
2011/10/07,4069.9,4182.0,4069.9,4162.9
2011/10/06,3926.5,4069.9,3926.5,4069.9
2011/10/05,3872.1,3951.8,3872.1,3926.5
2011/10/04,3897.0,3904.1,3840.2,3872.1
2011/10/03,4008.6,4008.6,3893.1,3897.0
