date,open,high,low,close
2011/04/29,4873.0,4875.2,4794.8,4823.2
2011/04/28,4872.9,4910.2,4871.8,4873.0
2011/04/27,4919.7,4930.6,4869.7,4872.9
2011/04/21,4866.4,4915.5,4866.4,4913.8
2011/04/20,4793.3,4859.0,4793.3,4859.0
2011/04/19,4845.5,4845.6,4788.6,4793.3
2011/04/18,4852.1,4881.2,4840.2,4861.9
2011/04/15,4884.2,4890.2,4852.1,4852.1
2011/04/14,4897.9,4902.4,4860.4,4884.2
2011/04/13,4887.2,4919.5,4876.2,4911.0
2011/04/12,4971.2,4971.2,4889.7,4898.7
2011/04/11,4940.6,4976.4,4940.6,4971.2
2011/04/08,4908.1,4941.6,4902.1,4940.6
2011/04/07,4912.9,4924.0,4899.8,4908.1
2011/04/06,4899.2,4913.2,4890.2,4912.9
2011/04/05,4893.5,4905.4,4891.5,4900.1
2011/04/04,4868.4,4902.4,4868.4,4886.8
2011/04/01,4837.9,4878.8,4836.1,4861.8
