date,open,high,low,close
2011/01/31,4774.9,4774.9,4717.6,4753.9
2011/01/28,4806.1,4806.1,4755.8,4774.9
2011/01/27,4807.8,4815.3,4797.6,4806.1
2011/01/25,4786.0,4825.4,4786.0,4807.8
2011/01/24,4755.7,4792.9,4750.2,4786.0
2011/01/21,4783.7,4795.5,4740.5,4755.7
2011/01/20,4834.6,4834.6,4780.0,4783.7
2011/01/19,4801.8,4839.2,4789.6,4834.6
2011/01/18,4763.1,4809.3,4761.0,4801.8
2011/01/17,4801.5,4805.8,4755.0,4763.1
2011/01/14,4795.2,4802.8,4784.3,4801.5
2011/01/13,4724.2,4795.2,4724.2,4795.2
2011/01/12,4710.7,4724.2,4707.5,4724.2
2011/01/11,4712.3,4714.0,4692.2,4710.7
2011/01/10,4705.0,4714.6,4686.5,4712.3
2011/01/07,4725.0,4725.0,4690.3,4705.0
2011/01/06,4714.9,4731.6,4696.2,4725.0
2011/01/05,4742.5,4748.9,4703.6,4714.9
2011/01/04,4745.2,4775.0,4729.5,4742.5
