date,open,high,low,close
2015/12/31,5319.9,5325.8,5295.9,5295.9
2015/12/30,5267.3,5324.3,5267.3,5319.9
2015/12/29,5207.6,5267.3,5189.1,5267.3
2015/12/24,5141.8,5211.5,5141.8,5207.6
2015/12/23,5116.7,5168.6,5116.7,5141.8
2015/12/22,5109.0,5159.9,5103.1,5116.7
2015/12/21,5106.7,5126.3,5075.2,5109.0
2015/12/18,5102.0,5112.7,5026.6,5106.7
2015/12/17,5028.4,5129.1,5028.4,5102.0
2015/12/16,4909.6,5028.4,4909.6,5028.4
2015/12/15,4928.6,4969.4,4909.6,4909.6
2015/12/14,5029.5,5029.5,4928.0,4928.6
2015/12/11,5037.7,5067.4,5015.3,5029.5
2015/12/10,5080.7,5083.8,4995.6,5037.7
2015/12/09,5108.6,5119.5,5069.6,5080.5
2015/12/08,5155.7,5155.7,5096.7,5108.6
2015/12/07,5151.6,5229.9,5151.6,5155.7
2015/12/04,5227.7,5227.7,5117.6,5151.6
2015/12/03,5258.3,5258.3,5200.4,5227.7
2015/12/02,5266.1,5269.3,5237.5,5258.3
2015/12/01,5166.5,5279.3,5166.5,5266.1
