date,open,high,low,close
2015/01/30,5569.5,5619.5,5569.5,5588.3
2015/01/29,5552.8,5576.2,5518.6,5569.5
2015/01/28,5547.2,5559.1,5521.2,5552.8
2015/01/27,5501.8,5547.2,5497.3,5547.2
2015/01/23,5419.9,5501.8,5419.9,5501.8
2015/01/22,5393.4,5432.4,5393.4,5419.9
2015/01/21,5307.7,5393.4,5307.7,5393.4
2015/01/20,5309.1,5313.9,5282.4,5307.7
2015/01/19,5299.2,5372.4,5299.2,5309.1
2015/01/16,5331.4,5333.9,5267.4,5299.2
2015/01/15,5353.6,5353.6,5303.7,5331.4
2015/01/14,5404.7,5405.7,5346.6,5353.6
2015/01/13,5422.7,5422.7,5373.7,5404.7
2015/01/12,5465.6,5465.6,5419.4,5422.7
2015/01/09,5381.5,5465.6,5381.5,5465.6
2015/01/08,5353.6,5395.8,5353.6,5381.5
2015/01/07,5364.8,5369.8,5318.7,5353.6
2015/01/06,5450.3,5450.3,5338.6,5364.8
2015/01/05,5435.9,5470.4,5429.6,5450.3
2015/01/02,5411.0,5436.3,5387.0,5435.9
