date,open,high,low,close
2013/10/31,5430.9,5446.1,5398.6,5425.5
2013/10/30,5415.5,5444.1,5415.5,5430.9
2013/10/29,5441.4,5444.3,5408.4,5415.5
2013/10/28,5386.3,5457.3,5386.3,5441.4
2013/10/25,5372.9,5397.1,5372.9,5386.3
2013/10/24,5356.1,5384.5,5353.6,5372.9
2013/10/23,5373.1,5402.4,5355.0,5356.1
2013/10/22,5351.8,5380.4,5351.8,5373.1
2013/10/21,5321.5,5366.1,5321.5,5351.8
2013/10/18,5283.2,5326.5,5283.2,5321.5
2013/10/17,5262.9,5294.1,5262.9,5283.1
2013/10/16,5259.1,5269.9,5230.5,5262.9
2013/10/15,5207.9,5266.9,5207.9,5259.1
2013/10/14,5230.9,5230.9,5186.8,5207.9
2013/10/11,5147.1,5239.6,5147.1,5230.9
2013/10/10,5153.0,5153.0,5126.8,5147.1
2013/10/09,5144.8,5157.9,5118.9,5153.0
2013/10/08,5161.1,5165.6,5126.7,5149.4
2013/10/07,5208.0,5214.2,5146.1,5161.1
2013/10/04,5234.9,5234.9,5197.7,5208.0
2013/10/03,5215.6,5260.3,5213.8,5234.9
2013/10/02,5206.8,5231.1,5206.8,5215.6
2013/10/01,5218.9,5243.1,5201.8,5206.8
