date,open,high,low,close
2013/07/31,5047.2,5098.5,5047.2,5052.0
2013/07/30,5046.3,5055.2,5025.6,5047.2
2013/07/29,5042.0,5059.5,5035.0,5046.3
2013/07/26,5035.6,5062.6,5026.5,5042.0
2013/07/25,5035.1,5038.0,5007.4,5035.6
2013/07/24,5017.1,5053.8,5017.1,5035.1
2013/07/23,5001.9,5027.6,5001.9,5017.1
2013/07/22,4974.9,5026.7,4974.9,5001.9
2013/07/19,4993.4,5010.1,4962.1,4972.1
2013/07/18,4981.7,5008.8,4981.7,4993.4
2013/07/17,4986.0,4996.1,4978.9,4981.7
2013/07/16,4981.1,4999.3,4973.7,4986.0
2013/07/15,4973.9,4995.8,4960.1,4981.1
2013/07/12,4965.7,5012.5,4965.7,4973.9
2013/07/11,4901.4,4965.7,4901.4,4965.7
2013/07/10,4881.7,4950.8,4881.7,4901.4
2013/07/09,4809.5,4894.9,4809.5,4881.7
2013/07/08,4841.7,4853.5,4786.1,4809.5
2013/07/05,4794.7,4853.4,4794.7,4841.7
2013/07/04,4744.1,4801.1,4744.1,4794.7
2013/07/03,4834.0,4834.0,4720.2,4744.1
2013/07/02,4710.3,4834.0,4710.3,4834.0
2013/07/01,4802.6,4802.6,4702.7,4710.3
