date,open,high,low,close
2013/01/31,4896.7,4906.2,4866.5,4878.8
2013/01/30,4889.1,4906.2,4886.3,4896.7
2013/01/29,4842.4,4896.6,4841.6,4889.0
2013/01/25,4810.2,4835.2,4810.2,4835.2
2013/01/24,4783.7,4814.2,4779.2,4810.2
2013/01/23,4788.6,4802.2,4787.8,4787.8
2013/01/22,4777.5,4801.7,4767.3,4779.1
2013/01/21,4773.3,4779.7,4762.6,4777.5
2013/01/18,4756.6,4782.6,4756.6,4771.2
2013/01/17,4738.4,4787.2,4738.4,4756.6
2013/01/16,4715.3,4739.8,4714.5,4738.4
2013/01/15,4720.9,4731.5,4706.4,4716.6
2013/01/14,4709.5,4731.0,4708.8,4719.7
2013/01/11,4723.5,4734.6,4704.2,4709.5
2013/01/10,4708.1,4728.7,4700.7,4723.0
2013/01/09,4690.8,4711.3,4690.8,4708.1
2013/01/08,4721.4,4736.5,4689.8,4690.2
2013/01/07,4726.8,4750.7,4714.7,4717.3
2013/01/04,4740.7,4740.7,4716.8,4723.8
2013/01/03,4705.9,4743.4,4705.9,4740.7
2013/01/02,4648.9,4710.3,4648.9,4705.9
