date,open,high,low,close
2016/12/30,5699.1,5699.1,5665.8,5665.8
2016/12/29,5685.0,5699.1,5659.0,5699.1
2016/12/28,5627.9,5693.8,5627.9,5685.0
2016/12/23,5643.9,5649.8,5619.1,5627.9
2016/12/22,5613.5,5644.2,5603.4,5643.9
2016/12/21,5591.1,5628.0,5591.1,5613.5
2016/12/20,5562.1,5606.8,5557.1,5591.1
2016/12/19,5532.9,5577.9,5530.9,5562.1
2016/12/16,5538.6,5549.9,5510.0,5532.9
2016/12/15,5584.6,5584.6,5517.9,5538.6
2016/12/14,5545.0,5595.7,5545.0,5584.6
2016/12/13,5562.8,5573.7,5543.5,5545.0
2016/12/12,5560.6,5583.2,5552.5,5562.8
2016/12/09,5543.6,5566.1,5541.3,5560.6
2016/12/08,5478.1,5550.2,5478.1,5543.6
2016/12/07,5428.7,5478.1,5428.7,5478.1
2016/12/06,5400.4,5451.3,5400.4,5428.7
2016/12/05,5444.0,5444.0,5383.8,5400.4
2016/12/02,5500.2,5500.2,5444.0,5444.0
2016/12/01,5440.5,5500.2,5440.5,5500.2
