date,open,high,low,close
2016/01/29,4976.2,5008.5,4947.6,5005.5
2016/01/28,4946.4,4988.9,4909.4,4976.2
2016/01/27,5006.6,5009.5,4937.9,4946.4
2016/01/25,4916.0,5006.6,4916.0,5006.6
2016/01/22,4883.6,4932.1,4864.0,4916.0
2016/01/21,4841.5,4928.1,4841.5,4864.0
2016/01/20,4903.1,4930.1,4836.8,4841.5
2016/01/19,4857.3,4903.1,4840.2,4903.1
2016/01/18,4869.2,4892.8,4803.9,4858.7
2016/01/15,4929.8,4997.1,4870.3,4892.8
2016/01/14,4987.4,4987.4,4865.0,4909.4
2016/01/13,4925.1,4992.4,4925.1,4987.4
2016/01/12,4932.2,4983.7,4910.7,4925.1
2016/01/11,4990.8,4990.8,4880.1,4932.2
2016/01/08,5010.3,5034.3,4940.3,4990.8
2016/01/07,5123.1,5124.1,4996.5,5010.3
2016/01/06,5184.4,5191.1,5094.8,5123.1
2016/01/05,5270.5,5270.5,5183.7,5184.4
2016/01/04,5295.9,5331.4,5263.8,5270.5
