date,open,high,low,close
2016/11/30,5457.5,5458.1,5423.2,5440.5
2016/11/29,5464.4,5486.6,5453.3,5457.5
2016/11/28,5507.8,5507.8,5464.4,5464.4
2016/11/25,5485.1,5520.9,5478.9,5507.8
2016/11/24,5484.4,5503.3,5471.8,5485.1
2016/11/23,5413.3,5488.5,5413.3,5484.4
2016/11/22,5351.3,5425.5,5351.3,5413.3
2016/11/21,5359.4,5364.0,5334.9,5351.3
2016/11/18,5338.5,5366.4,5338.5,5359.4
2016/11/17,5327.7,5344.7,5286.2,5338.5
2016/11/16,5326.2,5346.7,5320.3,5327.7
2016/11/15,5345.7,5345.7,5303.3,5326.2
2016/11/14,5370.7,5370.7,5315.3,5345.7
2016/11/11,5328.8,5370.7,5328.8,5370.7
2016/11/10,5156.6,5328.8,5156.6,5328.8
2016/11/09,5257.8,5314.1,5052.1,5156.6
2016/11/08,5250.8,5282.4,5244.3,5257.8
2016/11/07,5180.8,5251.9,5180.8,5250.8
2016/11/04,5225.6,5225.6,5178.0,5180.8
2016/11/03,5229.0,5241.2,5201.5,5225.6
2016/11/02,5290.5,5290.5,5207.7,5229.0
2016/11/01,5317.7,5317.7,5271.7,5290.5
